,Open,High,Low,Close,Volume,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2017-03-31,853.8582608695652,857.6497391304348,848.704847826087,853.7897826086955,1502313.391304348,853.8582608695652,857.6497391304348,848.704847826087,853.7897826086955,1502313.391304348
2017-04-30,860.0765789473684,865.5239263157895,856.6664578947369,861.3776315789474,1476824.8421052631,860.0765789473684,865.5239263157895,856.6664578947369,861.3776315789474,1476824.8421052631
2017-05-31,959.595909090909,966.0279545454545,955.0997090909092,961.6545454545453,1584229.7272727273,959.595909090909,966.0279545454545,955.0997090909092,961.6545454545453,1584229.7272727273
2017-06-30,975.781818181818,981.584863636364,964.4509136363638,973.3727272727272,1965776.1818181819,975.781818181818,981.584863636364,964.4509136363638,973.3727272727272,1965776.1818181819
2017-07-31,962.5987500000001,969.9091250000004,954.983915,963.436875,2016929.15,962.5987500000001,969.9091250000004,954.983915,963.436875,2016929.15
2017-08-31,938.0839130434782,943.6352913043477,932.5407347826088,937.9608695652176,1385175.9130434783,938.0839130434782,943.6352913043477,932.5407347826088,937.9608695652176,1385175.9130434783
2017-09-30,945.302,950.8828450000001,939.0925549999998,945.8845000000003,1447033.8,945.302,950.8828450000001,939.0925549999998,945.8845000000003,1447033.8
2017-10-31,998.6154545454548,1006.2008409090905,992.0030454545456,999.145,1597047.2272727273,998.6154545454548,1006.2008409090905,992.0030454545456,999.145,1597047.2272727273
2017-11-30,1046.1009999999999,1052.0760000000002,1038.674,1046.4180000000001,1330427.75,1046.1009999999999,1052.0760000000002,1038.674,1046.4180000000001,1330427.75
2017-12-31,1054.241,1061.422,1047.2605,1053.9175,1453862.4,1054.241,1061.422,1047.2605,1053.9175,1453862.4
